despacho_id,fecha_pedido,fecha_entrega_prometida,fecha_entrega_real,dias_transito,cliente_id,cliente,sector,ciudad_destino,depto_destino,sede_origen,sede_nombre,estado,entregado_a_tiempo,valor_cop
DSP-8304,2026-05-30,2026-05-31,2026-05-31,1,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,59936372
DSP-8305,2026-08-19,2026-08-20,2026-08-20,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,74512843
DSP-8306,2026-07-18,2026-07-20,2026-07-20,2,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,65387278
DSP-8307,2026-07-19,2026-07-22,2026-07-25,6,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,72044150
DSP-8308,2026-08-12,2026-08-13,2026-08-13,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,52865957
DSP-8309,2026-08-17,2026-08-19,2026-08-19,2,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,ITA,Itagüí,Entregado,True,56158575
DSP-8310,2026-08-20,2026-08-23,,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,SIB,CEDI Siberia,En tránsito,,44243399
DSP-8311,2026-06-06,2026-06-08,2026-06-08,2,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,41938011
DSP-8312,2026-07-27,2026-07-28,2026-07-28,1,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,54250578
DSP-8313,2026-05-29,2026-05-30,2026-05-30,1,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,76676607
DSP-8314,2026-07-28,2026-07-31,2026-07-31,3,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,79701899
DSP-8315,2026-06-25,2026-06-28,2026-06-28,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,SIB,CEDI Siberia,Entregado,True,27760942
DSP-8316,2026-08-06,2026-08-07,2026-08-07,1,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,34522945
DSP-8317,2026-06-14,2026-06-17,2026-06-17,3,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,55418795
DSP-8318,2026-06-24,2026-06-25,2026-06-25,1,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,83415232
DSP-8319,2026-07-17,2026-07-20,2026-07-24,7,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,False,67251150
DSP-8320,2026-08-17,2026-08-20,2026-08-20,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,73161351
DSP-8321,2026-08-03,2026-08-06,2026-08-06,3,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,43537418
DSP-8322,2026-08-10,2026-08-13,2026-08-13,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,49229125
DSP-8323,2026-08-08,2026-08-10,2026-08-10,2,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,68327681
DSP-8324,2026-07-02,2026-07-04,2026-07-04,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,84338567
DSP-8325,2026-07-17,2026-07-18,2026-07-18,1,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,56390443
DSP-8326,2026-06-15,2026-06-18,2026-06-18,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,59880554
DSP-8327,2026-06-03,2026-06-06,2026-06-06,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,24578949
DSP-8328,2026-08-16,2026-08-19,2026-08-19,3,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,79041300
DSP-8329,2026-07-09,2026-07-12,2026-07-12,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-AME,Bogotá · Américas,Entregado,True,8144131
DSP-8330,2026-08-11,2026-08-12,2026-08-12,1,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,51599895
DSP-8331,2026-06-18,2026-06-20,2026-06-20,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,42453053
DSP-8332,2026-08-20,2026-08-23,,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,En tránsito,,56286849
DSP-8333,2026-08-16,2026-08-18,2026-08-18,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,45747747
DSP-8334,2026-06-11,2026-06-14,2026-06-14,3,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,71178333
DSP-8335,2026-06-22,2026-06-23,2026-06-23,1,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,49468237
DSP-8336,2026-08-16,2026-08-17,2026-08-17,1,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,67809260
DSP-8337,2026-07-26,2026-07-27,2026-07-28,2,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,False,12445186
DSP-8338,2026-06-08,2026-06-10,2026-06-10,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,48465288
DSP-8339,2026-07-07,2026-07-08,2026-07-08,1,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,55030682
DSP-8340,2026-07-04,2026-07-06,2026-07-06,2,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,ITA,Itagüí,Entregado,True,41522971
DSP-8341,2026-07-12,2026-07-15,2026-07-15,3,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,84847449
DSP-8342,2026-06-05,2026-06-06,2026-06-06,1,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,67596385
DSP-8343,2026-07-04,2026-07-06,2026-07-06,2,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,71264432
DSP-8344,2026-08-07,2026-08-10,2026-08-10,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,66598469
DSP-8345,2026-07-17,2026-07-20,2026-07-20,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,71128585
DSP-8346,2026-08-11,2026-08-13,2026-08-13,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,83593432
DSP-8347,2026-08-05,2026-08-07,2026-08-07,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,ITA,Itagüí,Entregado,True,84680374
DSP-8348,2026-06-17,2026-06-19,2026-06-19,2,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,39493735
DSP-8349,2026-07-15,2026-07-18,2026-07-18,3,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,14950496
DSP-8350,2026-06-18,2026-06-20,2026-06-21,3,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,False,83886111
DSP-8351,2026-07-12,2026-07-14,2026-07-14,2,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,60838689
DSP-8352,2026-07-03,2026-07-05,2026-07-05,2,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,42249942
DSP-8353,2026-07-20,2026-07-21,2026-07-21,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,50703095
DSP-8354,2026-08-20,2026-08-21,2026-08-22,2,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,24372998
DSP-8355,2026-07-04,2026-07-07,2026-07-07,3,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,29640346
DSP-8356,2026-07-24,2026-07-25,2026-07-25,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,68057796
DSP-8357,2026-06-07,2026-06-09,2026-06-09,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,BOG-QUI,Bogotá · Químicos,Entregado,True,50214394
DSP-8358,2026-08-02,2026-08-03,2026-08-03,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,80815353
DSP-8359,2026-08-06,2026-08-09,2026-08-09,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,78313702
DSP-8360,2026-07-04,2026-07-06,2026-07-06,2,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,TUN,Tunja,Entregado,True,66059938
DSP-8361,2026-06-08,2026-06-10,2026-06-10,2,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,78000385
DSP-8362,2026-07-09,2026-07-12,2026-07-12,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,12207412
DSP-8363,2026-05-28,2026-05-30,2026-05-30,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,TUN,Tunja,Entregado,True,63868893
DSP-8364,2026-05-25,2026-05-27,2026-05-27,2,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,SIB,CEDI Siberia,Entregado,True,54730670
DSP-8365,2026-08-10,2026-08-12,2026-08-12,2,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,TUN,Tunja,Entregado,True,36791864
DSP-8366,2026-06-28,2026-07-01,2026-07-01,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,37994469
DSP-8367,2026-07-26,2026-07-29,2026-07-29,3,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,6915358
DSP-8368,2026-06-06,2026-06-09,2026-06-09,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,22658131
DSP-8369,2026-07-02,2026-07-04,2026-07-04,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,39875840
DSP-8370,2026-08-08,2026-08-10,2026-08-10,2,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,ITA,Itagüí,Entregado,True,15289436
DSP-8371,2026-08-01,2026-08-04,2026-08-04,3,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,TUN,Tunja,Entregado,True,38282145
DSP-8372,2026-08-02,2026-08-04,2026-08-04,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,28448184
DSP-8373,2026-08-01,2026-08-03,2026-08-03,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,48898217
DSP-8374,2026-07-01,2026-07-03,2026-07-03,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,MOS,CEDI Mosquera,Entregado,True,6730921
DSP-8375,2026-06-27,2026-06-30,2026-06-30,3,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,30165671
DSP-8376,2026-07-22,2026-07-25,2026-07-25,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,TUN,Tunja,Entregado,True,52539287
DSP-8377,2026-07-22,2026-07-23,2026-07-23,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,22716636
DSP-8378,2026-08-03,2026-08-04,2026-08-04,1,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,21066536
DSP-8379,2026-08-06,2026-08-08,2026-08-08,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,81054871
DSP-8380,2026-07-17,2026-07-20,2026-07-20,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,82551563
DSP-8381,2026-08-09,2026-08-12,2026-08-12,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,ITA,Itagüí,Entregado,True,72064962
DSP-8382,2026-07-17,2026-07-20,2026-07-20,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,VIL,Villavicencio,Entregado,True,9008712
DSP-8383,2026-05-29,2026-06-01,2026-06-01,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,47452484
DSP-8384,2026-07-26,2026-07-27,2026-07-27,1,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,21255916
DSP-8385,2026-06-08,2026-06-10,2026-06-12,4,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,False,84918674
DSP-8386,2026-06-03,2026-06-06,2026-06-06,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,ITA,Itagüí,Entregado,True,75591872
DSP-8387,2026-06-09,2026-06-10,2026-06-10,1,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,8120292
DSP-8388,2026-06-10,2026-06-13,2026-06-13,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,63201024
DSP-8389,2026-07-21,2026-07-24,2026-07-24,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,68629939
DSP-8390,2026-07-14,2026-07-15,2026-07-15,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,81435216
DSP-8391,2026-08-15,2026-08-16,2026-08-16,1,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,29305166
DSP-8392,2026-08-09,2026-08-10,2026-08-10,1,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-AME,Bogotá · Américas,Entregado,True,19115687
DSP-8393,2026-06-09,2026-06-12,2026-06-12,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,51510966
DSP-8394,2026-08-06,2026-08-08,2026-08-08,2,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,59231995
DSP-8395,2026-07-15,2026-07-16,2026-07-16,1,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,54106220
DSP-8396,2026-08-08,2026-08-11,2026-08-11,3,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,35276657
DSP-8397,2026-06-17,2026-06-18,2026-06-21,4,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,False,25651116
DSP-8398,2026-08-15,2026-08-17,2026-08-17,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,59537383
DSP-8399,2026-06-02,2026-06-05,2026-06-05,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,SIB,CEDI Siberia,Entregado,True,82060615
DSP-8400,2026-08-19,2026-08-22,2026-08-22,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,13403454
DSP-8401,2026-08-13,2026-08-15,2026-08-15,2,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,21971312
DSP-8402,2026-06-16,2026-06-18,2026-06-23,7,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,False,10998883
DSP-8403,2026-05-29,2026-05-31,2026-05-31,2,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,75271511
DSP-8404,2026-07-02,2026-07-05,2026-07-05,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,73347812
DSP-8405,2026-07-01,2026-07-02,2026-07-02,1,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,25460662
DSP-8406,2026-06-23,2026-06-26,2026-06-26,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,49490370
DSP-8407,2026-05-31,2026-06-03,2026-06-03,3,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,31216870
DSP-8408,2026-06-04,2026-06-07,2026-06-07,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,38399036
DSP-8409,2026-07-25,2026-07-27,2026-07-27,2,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,31172923
DSP-8410,2026-07-06,2026-07-09,2026-07-14,8,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,SIB,CEDI Siberia,Entregado,False,53252134
DSP-8411,2026-07-15,2026-07-17,2026-07-17,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,59969808
DSP-8412,2026-06-02,2026-06-05,2026-06-05,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,36123740
DSP-8413,2026-07-03,2026-07-05,2026-07-05,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,52683553
DSP-8414,2026-07-18,2026-07-20,2026-07-20,2,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,19733542
DSP-8415,2026-07-02,2026-07-03,2026-07-03,1,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,26946980
DSP-8416,2026-07-26,2026-07-27,2026-07-27,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,6699268
DSP-8417,2026-07-23,2026-07-26,2026-07-26,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,7585679
DSP-8418,2026-07-03,2026-07-06,2026-07-06,3,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,26114833
DSP-8419,2026-06-18,2026-06-19,2026-06-19,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,MOS,CEDI Mosquera,Entregado,True,71380621
DSP-8420,2026-06-06,2026-06-09,2026-06-09,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,76559837
DSP-8421,2026-06-08,2026-06-09,2026-06-09,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,TUN,Tunja,Entregado,True,12486194
DSP-8422,2026-06-30,2026-07-03,2026-07-03,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,42478168
DSP-8423,2026-06-21,2026-06-22,2026-06-22,1,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,58925407
DSP-8424,2026-08-04,2026-08-07,2026-08-07,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,60008218
DSP-8425,2026-06-07,2026-06-10,2026-06-10,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,77749433
DSP-8426,2026-07-05,2026-07-08,2026-07-08,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,74177676
DSP-8427,2026-08-08,2026-08-11,2026-08-11,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,67321709
DSP-8428,2026-07-05,2026-07-06,2026-07-06,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,26487341
DSP-8429,2026-07-31,2026-08-02,2026-08-03,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,False,50500639
DSP-8430,2026-05-30,2026-05-31,2026-06-01,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,False,84546821
DSP-8431,2026-08-13,2026-08-14,2026-08-14,1,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,55660601
DSP-8432,2026-08-14,2026-08-16,2026-08-16,2,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,29241169
DSP-8433,2026-07-13,2026-07-16,2026-07-16,3,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,65919853
DSP-8434,2026-07-19,2026-07-22,2026-07-22,3,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,82581424
DSP-8435,2026-08-04,2026-08-05,2026-08-05,1,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,TUN,Tunja,Entregado,True,49213881
DSP-8436,2026-05-29,2026-05-31,2026-05-31,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,38193214
DSP-8437,2026-06-10,2026-06-13,2026-06-13,3,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,58042224
DSP-8438,2026-07-06,2026-07-07,2026-07-07,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,83490107
DSP-8439,2026-06-23,2026-06-25,2026-06-29,6,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,SIB,CEDI Siberia,Entregado,False,52577602
DSP-8440,2026-07-10,2026-07-12,2026-07-12,2,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,44803152
DSP-8441,2026-08-16,2026-08-18,2026-08-19,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,59842477
DSP-8442,2026-08-22,2026-08-24,,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,En tránsito,,23649451
DSP-8443,2026-07-21,2026-07-23,2026-07-23,2,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,64217276
DSP-8444,2026-06-22,2026-06-24,2026-06-28,6,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,13489472
DSP-8445,2026-07-26,2026-07-27,2026-07-27,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,19594974
DSP-8446,2026-07-06,2026-07-09,2026-07-09,3,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,71986170
DSP-8447,2026-08-21,2026-08-24,,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,En tránsito,,42814654
DSP-8448,2026-06-18,2026-06-19,2026-06-19,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,TUN,Tunja,Entregado,True,22471506
DSP-8449,2026-06-11,2026-06-12,2026-06-15,4,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,46811622
DSP-8450,2026-07-08,2026-07-10,2026-07-14,6,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,24160297
DSP-8451,2026-08-05,2026-08-08,2026-08-08,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,57420657
DSP-8452,2026-06-27,2026-06-30,2026-06-30,3,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,84339665
DSP-8453,2026-08-20,2026-08-22,2026-08-22,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,22377837
DSP-8454,2026-07-26,2026-07-27,2026-07-27,1,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,77846766
